0,1
1,1
2,1
3,0
4,1
5,0
6,0
7,1
8,0
9,1
10,1
11,1
12,1
13,0
14,0
15,0
16,1
17,1
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,1
28,0
29,0
30,0
31,1
32,1
33,1
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,1
43,1
44,0
45,0
46,0
47,0
48,1
49,0
50,0
51,0
52,1
53,0
54,1
55,0
56,1
57,1
58,0
59,0
60,0
61,0
62,0
63,1
64,0
65,0
66,0
67,0
68,1
69,1
70,1
71,0
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,1
98,1
99,1
100,1
101,0
102,1
103,0
104,1
105,0
106,0
107,0
108,1
109,0
110,0
111,0
112,1
113,0
114,1
115,1
116,1
117,1
118,0
119,0
120,0
121,0
122,0
123,1
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,1
132,0
133,0
134,1
135,1
136,1
137,1
138,1
139,0
140,0
141,1
142,1
143,0
144,1
145,1
146,0
147,1
148,1
149,0
150,1
151,1
152,1
153,1
154,0
155,0
156,1
157,1
158,0
159,1
160,0
161,1
162,0
163,1
164,0
165,0
166,0
167,1
168,1
169,1
170,1
171,0
172,0
173,0
174,1
175,0
176,0
177,0
178,0
179,1
180,1
181,1
182,0
183,0
184,0
187,1
188,1
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,1
201,1
202,1
203,0
204,0
205,0
206,0
207,0
208,1
209,0
210,0
211,0
212,1
213,1
214,1
215,0
216,1
217,1
218,0
219,1
220,0
221,0
222,1
223,0
224,0
225,0
226,0
227,0
228,0
229,1
230,0
231,0
232,0
233,0
234,1
235,1
236,0
237,0
238,1
239,0
240,0
241,0
242,0
243,0
244,0
245,1
246,0
247,1
248,0
249,1
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,1
271,0
272,1
273,1
274,0
275,0
276,1
277,1
278,1
279,1
280,1
281,1
282,1
283,1
284,0
285,0
286,1
287,0
288,0
289,0
290,1
291,1
292,1
293,0
294,1
295,1
296,0
297,1
298,0
299,1
300,0
301,1
302,0
303,1
304,1
305,0
306,0
307,1
308,1
309,0
310,0
311,1
312,1
313,1
314,0
315,0
316,1
317,1
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,1
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,1
348,0
349,0
350,0
351,1
352,0
353,0
354,0
355,1
356,1
357,1
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,1
370,1
371,1
372,1
373,0
374,1
375,0
376,0
377,1
378,0
379,0
380,0
381,1
382,0
383,1
384,0
385,0
386,1
387,0
388,1
389,1
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,1
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,1
416,1
417,1
418,1
419,0
420,1
421,1
422,0
423,0
424,0
425,0
426,0
427,1
428,1
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,1
438,0
439,0
440,1
441,1
442,1
443,0
444,1
445,0
446,0
447,0
448,1
449,0
450,0
451,0
452,0
453,1
454,0
455,0
456,0
457,0
458,0
459,1
460,0
461,1
462,1
463,0
464,0
465,0
466,0
467,0
468,0
469,1
470,0
471,0
472,0
473,0
474,1
475,1
476,1
477,0
478,0
479,0
480,0
481,1
482,1
483,1
484,0
485,0
486,0
487,0
488,0
489,0
490,1
491,0
492,0
493,0
494,0
495,1
496,0
497,0
498,0
499,0
500,1
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,1
511,1
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,1
529,1
530,0
531,1
532,0
533,0
534,0
535,1
536,0
537,1
538,0
539,0
540,1
541,0
542,0
543,1
544,1
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,1
567,0
568,0
569,0
570,1
571,1
572,1
573,0
574,0
575,0
576,0
577,0
578,0
579,1
580,0
581,0
582,0
583,1
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,1
594,1
595,0
596,1
597,0
598,1
599,0
600,0
601,1
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,1
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,1
620,0
621,1
622,0
623,0
624,0
625,0
626,0
627,1
628,1
629,0
630,1
631,0
632,0
633,0
634,0
635,1
636,1
637,0
638,1
639,1
640,0
641,1
642,0
643,0
644,0
645,0
646,1
647,1
648,1
649,1
650,0
651,0
652,1
653,1
654,1
655,1
656,0
657,0
658,0
659,1
660,1
661,1
662,0
663,1
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,1
676,1
677,0
678,0
679,0
680,0
681,0
682,0
683,1
684,0
685,0
686,0
687,1
688,0
689,1
690,0
691,1
692,0
693,1
694,0
695,0
696,0
697,0
698,0
699,0
700,1
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,1
724,0
725,1
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,1
735,0
736,1
737,1
738,0
739,1
740,1
741,1
742,0
743,0
744,0
745,0
746,1
747,1
748,1
749,0
750,1
751,1
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,1
772,1
773,0
774,0
775,0
776,0
777,0
778,0
779,1
780,1
781,0
782,1
783,0
784,0
785,0
786,0
787,0
788,0
789,1
790,1
791,0
792,1
793,0
794,1
795,1
796,0
797,0
798,0
799,0
800,0
801,0
802,1
803,1
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,1
812,1
813,0
814,1
815,0
